times,egoAcc,actVel,actAcc,disInit,DTC,PET,isCollision
1,1.6,40,0,82.8,-0.618503010715987,20,Success
1,1.6,40,0,82.8,-0.618503010715987,8.42,Success
1,1.6,40,0,82.8,-0.618503010715987,8.42,Success
1,1.6,40,0,82.8,-0.618503010715987,8.4,Success
1,1.6,40,0,82.8,-0.618503010715987,19.7,Success
1,1.6,40,0,82.8,82.8387011868067,0,Success
1,1.6,40,0,82.8,-0.618503010715987,7400,Success
1,1.6,40,0,82.8,-0.618503010715987,7400,Success
1,1.6,40,0,82.8,20.3913803865737,7400,Success
